,Date,Unix,Ticker,DE Ratio,Price,stock_p_change,SP500,sp500_p_change,Difference,Status
28,2007-06-22 06:39:12,1182461952.0,aa,0.503,40.34,17.746643315820215,1502.560059,33.03585294403891,-15.289209628218693,underperform
29,2007-10-11 20:57:59,1192103879.0,aa,0.47,38.08,11.150029188558088,1554.410034,37.626621617766915,-26.47659242920883,underperform
30,2008-01-23 16:05:53,1201071953.0,aa,0.499,28.04,-18.155283129013426,1338.599976,18.518916093476445,-36.674199222489875,underperform
31,2008-10-28 00:52:22,1225122742.0,aa,0.672,9.04,-73.61354349095154,940.51001,-16.727753653967874,-56.88578983698367,underperform
32,2008-12-05 01:03:15,1228406595.0,aa,0.672,8.06,-76.47402218330413,876.070007,-22.433236580571755,-54.04078560273237,underperform
33,2008-12-06 09:33:46,1228523626.0,aa,0.672,8.15,-76.21132516053707,870.73999,-22.905153395845776,-53.3061717646913,underperform
34,2008-12-18 10:54:07,1229565247.0,aa,0.672,10.35,-69.78984238178634,885.2800289999999,-21.617786226315168,-48.172056155471175,underperform
35,2011-09-03 09:21:23,1315009283.0,aa,48.26,12.04,-64.85697606538237,1218.890015,7.919861052620579,-72.77683711800294,underperform
36,2011-11-02 22:04:47,1320239087.0,aa,50.93,10.7,-68.76824284880327,1237.900024,9.602996942357994,-78.37123979116126,underperform
37,2011-11-05 21:29:24,1320496164.0,aa,50.93,10.93,-68.09690601284296,1237.900024,9.602996942357994,-77.69990295520095,underperform
38,2012-01-02 19:42:06,1325500926.0,aa,50.93,8.65,-74.75189725627554,1257.599976,11.347220011232087,-86.09911726750762,underperform
39,2012-03-09 07:34:06,1331246046.0,aa,54.5,9.77,-71.48277875072971,1370.869995,21.37608607910918,-92.8588648298389,underperform
40,2012-03-19 02:24:48,1332091488.0,aa,54.5,10.54,-69.23525977816696,1409.75,24.81850064128376,-94.05376041945073,underperform
41,2012-05-19 11:51:52,1337395912.0,aa,55.28,8.43,-75.3940455341506,1324.800049,17.297078039141155,-92.69112357329176,underperform
42,2012-07-29 16:51:57,1343548317.0,aa,56.42,8.45,-75.33566841798014,1360.02002,20.415435175406095,-95.75110359338623,underperform
43,2012-11-27 11:38:14,1353983894.0,aa,56.51,8.31,-75.74430823117338,1398.939941,23.86138387857845,-99.60569210975183,underperform
44,2013-01-22 17:52:37,1358844757.0,aa,53.49,9.16,-73.26328079392877,1492.560059,32.15045836598405,-105.41373915991282,underperform
45,2013-04-23 20:02:57,1366714977.0,aa,53.21,8.12,-76.29889083479277,1578.780029,39.78432776178932,-116.0832185965821,underperform
46,2013-04-26 20:55:15,1366977315.0,aa,53.21,8.27,-75.8610624635143,1582.23999,40.090670832757446,-115.95173329627175,underperform
47,2013-09-01 04:25:11,1377977111.0,aa,52.71,7.7,-77.52481027437244,1638.170044,45.04268748894899,-122.56749776332143,underperform
48,2003-12-07 10:36:10,1070760970.0,aapl,0.072,20.85,0.0,1069.719971,0.0,0.0,underperform
49,2004-02-03 07:33:34,1075761214.0,aapl,0.07,22.32,7.05035971223021,1136.030029,6.198823972409507,0.8515357398207035,outperform
50,2004-06-03 01:20:38,1086193238.0,aapl,0.0,28.92,38.705035971223026,1116.640015,4.3861987503269635,34.318837220896064,outperform
51,2004-08-10 02:02:44,1092070964.0,aapl,0.0,30.3,45.32374100719424,1079.040039,0.8712624100387102,44.45247859715553,outperform
52,2004-10-12 05:40:57,1097527257.0,aapl,0.0,38.59,85.08393285371703,1121.839966,4.8723026972448675,80.21163015647217,outperform
53,2004-12-04 14:16:51,1102137411.0,aapl,0.0,62.68,200.62350119904076,1191.369995,11.372137316112614,189.25136388292816,outperform
54,2005-01-26 15:16:47,1106720207.0,aapl,0.0,71.94,245.03597122302153,1174.069946,9.754887057259594,235.28108416576194,outperform
55,2005-02-04 03:07:08,1107454028.0,aapl,0.0,77.81,273.18944844124695,1203.030029,12.46214538514959,260.72730305609736,outperform
56,2005-03-01 10:36:03,1109640963.0,aapl,0.0,44.86,115.15587529976017,1210.410034,13.152046032054496,102.00382926770567,outperform
57,2005-12-17 11:55:53,1134788153.0,aapl,0.0,71.11,241.05515587529976,1272.73999,18.978800480859682,222.07635539444007,outperform
58,2006-01-25 09:43:52,1138149832.0,aapl,0.0,76.04,264.70023980815347,1264.680054,18.22533824602214,246.47490156213132,outperform
59,2006-02-03 13:49:59,1138942199.0,aapl,0.0,72.1,245.80335731414863,1264.030029,18.164572343017426,227.6387849711312,outperform
60,2006-02-07 09:17:30,1139271450.0,aapl,0.0,67.3,222.78177458033568,1254.780029,17.299860058422713,205.48191452191296,outperform
61,2006-02-17 15:01:01,1140156061.0,aapl,0.0,70.21,236.73860911270975,1287.23999,20.33429541346761,216.40431369924215,outperform
62,2013-08-11 02:30:32,1376155832.0,aapl,13.75,454.45,2079.6163069544364,1697.47998,58.6845180064419,2020.9317889479944,outperform
63,2013-06-19 09:57:38,1371603458.0,abbv,512.61,43.54,0.0,1628.930054,0.0,0.0,underperform
64,2003-10-26 16:06:32,1067151992.0,abc,0.592,57.01,0.0,1033.77002,0.0,0.0,underperform
65,2004-01-28 07:37:34,1075243054.0,abc,0.429,56.36,-1.14015085072794,1128.47998,9.161608304330604,-10.301759155058544,underperform
66,2004-05-16 19:24:15,1084703055.0,abc,0.412,58.97,3.4379933345027203,1096.439941,6.062269149573535,-2.6242758150708143,underperform
67,2004-10-20 01:31:26,1098203486.0,abc,0.331,52.1,-8.612524118575683,1103.660034,6.760692673211792,-15.373216791787474,underperform
68,2005-01-08 07:45:42,1105137942.0,abc,0.332,57.9,1.5611296263813377,1183.73999,14.507092206059536,-12.945962579678199,underperform
69,2005-03-30 19:52:42,1112179962.0,abc,0.291,55.44,-2.753902824065954,1181.410034,14.281707840589156,-17.03561066465511,underperform
70,2005-05-26 01:50:44,1117039844.0,abc,0.23,65.93,15.646377828451167,1197.619995,15.849751088738294,-0.20337326028712788,underperform
71,2005-12-04 08:46:13,1133653573.0,abc,0.223,79.46,39.379056305911234,1264.670044,22.335724535714437,17.043331770196797,outperform
72,2007-02-20 06:12:02,1171919522.0,abc,0.308,54.9,-3.701105069286089,1459.680054,41.19968907591265,-44.90079414519874,underperform
73,2007-04-05 16:11:07,1175757067.0,abc,0.308,53.94,-5.385020171899668,1443.76001,39.659690459972914,-45.04471063187258,underperform
74,2008-01-23 20:34:05,1201088045.0,abc,0.396,45.55,-20.101736537449572,1338.599976,29.487211865555945,-49.58894840300552,underperform
75,2011-07-08 00:04:15,1310051055.0,abc,42.86,43.05,-24.486932117172426,1343.800049,29.99023216014719,-54.477164277319616,underperform
76,2012-02-28 18:01:38,1330419698.0,abc,66.41,37.75,-33.783546746184875,1372.180054,32.73552409654906,-66.51907084273392,underperform
77,2013-04-25 01:02:00,1366819320.0,abc,59.73,55.82,-2.0873530959480755,1585.160034,53.33778338822401,-55.425136484172086,underperform
78,2004-09-20 13:31:02,1095654662.0,abt,0.543,42.92,0.0,1122.199951,0.0,0.0,underperform
79,2004-10-23 22:48:08,1098539288.0,abt,0.543,40.86,-4.7996272134203215,1103.660034,-1.6521045989601955,-3.147522614460126,underperform
80,2005-01-25 12:44:11,1106624651.0,abt,0.508,45.93,7.013047530288905,1168.410034,4.117811888943839,2.8952356413450655,outperform
81,2005-02-28 19:21:54,1109586114.0,abt,0.508,45.61,6.267474370922642,1203.599976,7.253611526846333,-0.9861371559236911,underperform
82,2006-06-17 18:01:01,1150534861.0,abt,0.436,42.78,-0.3261882572227413,1230.040039,9.609703502829676,-9.935891760052417,underperform
83,2006-07-18 12:32:14,1153193534.0,abt,0.436,44.48,3.63466915191052,1236.859985,10.217433524019107,-6.582764372108587,underperform
84,2007-01-13 21:19:42,1168690782.0,abt,0.604,50.45,17.544268406337373,1414.849976,26.078242539506213,-8.53397413316884,underperform
85,2007-03-23 02:47:40,1174585660.0,abt,0.883,54.5,26.980428704566627,1436.109985,27.972736384480555,-0.9923076799139281,underperform
86,2007-04-10 20:13:09,1176203589.0,abt,0.883,57.11,33.06150978564771,1448.390015,29.06701820021732,3.9944915854303886,outperform
87,2007-06-03 02:36:35,1180805795.0,abt,0.871,56.3,31.174277726001854,1530.619995,36.394587580943494,-5.22030985494164,underperform
88,2008-01-23 23:41:45,1201099305.0,abt,0.784,57.97,35.06523765144454,1338.599976,19.283553239078685,15.781684412365856,outperform
89,2008-04-28 03:46:55,1209322015.0,abt,0.687,51.28,19.478098788443614,1396.369995,24.43147887822354,-4.953380089779927,underperform
90,2008-10-23 21:57:42,1224766662.0,abt,0.732,55.02,28.191985088536814,908.1099849999999,-19.077702312250423,47.269687400787234,outperform
91,2008-12-25 05:30:56,1230150656.0,abt,0.546,52.65,22.67008387698042,871.6300050000001,-22.32845811272005,44.99854198970047,outperform
92,2011-08-05 04:11:33,1312485093.0,abt,76.17,48.77,13.630009319664497,1199.380005,6.877567044199588,6.752442275464909,outperform
93,2011-09-02 09:24:27,1314923067.0,abt,68.83,51.94,21.015843429636526,1173.969971,4.613261652156313,16.402581777480215,outperform
94,2011-11-02 06:21:21,1320182481.0,abt,68.83,52.76,22.92637465051257,1237.900024,10.310112105859464,12.616262544653107,outperform
95,2012-01-01 23:13:40,1325427220.0,abt,67.73,56.23,31.011183597390477,1263.02002,12.548572014685453,18.462611582705023,outperform
96,2012-03-02 20:56:30,1330689390.0,abt,62.85,57.39,33.71388630009319,1369.630005,22.04866020351483,11.665226096578362,outperform
97,2012-03-30 05:44:15,1333053855.0,abt,62.85,60.98,42.07828518173344,1408.469971,25.509715959700653,16.56856922203279,outperform
98,2013-05-08 18:10:02,1368004202.0,abt,76.36,36.06,-15.983224603914255,1632.689941,45.49010981020797,-61.47333441412222,underperform
99,2013-08-18 07:12:45,1376777565.0,abt,35.38,34.97,-18.522833178005598,1661.319946,48.04134900554812,-66.56418218355373,underperform
100,2004-08-16 22:53:27,1092664407.0,ace,0.26,39.1,0.0,1079.339966,0.0,0.0,underperform
101,2004-10-10 11:27:42,1097375262.0,ace,0.26,41.04,4.961636828644496,1130.650024,4.753836568301412,0.20780026034308374,outperform
102,2005-01-13 13:27:29,1105590449.0,ace,0.21,42.76,9.360613810741679,1177.449951,9.089813042279216,0.2708007684624629,outperform
103,2007-02-20 18:32:05,1171963925.0,ace,0.171,58.6,49.87212276214834,1459.680054,35.238210386068474,14.633912376079863,outperform
104,2007-04-05 15:54:06,1175756046.0,ace,0.171,57.24,46.39386189258312,1443.76001,33.76323081508129,12.630631077501825,outperform
105,2008-01-23 21:48:58,1201092538.0,ace,0.154,59.98,53.40153452685421,1338.599976,24.020236270950793,29.38129825590342,outperform
106,2010-12-07 07:29:30,1291674570.0,ace,23.09,59.06,51.04859335038363,1223.75,13.379476212224315,37.66911713815932,outperform
107,2011-08-11 20:49:00,1313063340.0,ace,27.7,63.42,62.19948849104859,1172.640015,8.644176250210302,53.55531224083829,outperform
108,2013-04-23 04:24:03,1366658643.0,ace,24.94,89.27,128.31202046035804,1578.780029,46.272729513659094,82.03929094669894,outperform
109,2013-05-16 15:08:57,1368684537.0,ace,27.94,92.58,136.77749360613808,1650.469971,52.9147463256262,83.86274728051188,outperform
110,2003-12-15 23:12:24,1071497544.0,aci,1.074,30.78,0.0,1068.040039,0.0,0.0,underperform
111,2005-01-24 04:33:07,1106508787.0,aci,1.18,34.52,12.150747238466543,1163.75,8.961270879845735,3.1894763586208086,outperform
112,2005-02-05 03:36:51,1107542211.0,aci,1.18,38.4,24.75633528265106,1193.189941,11.717716324303467,13.038618958347595,outperform
113,2005-03-30 06:50:28,1112133028.0,aci,0.936,41.15,33.69070825211175,1181.410034,10.614770126609459,23.07593812550229,outperform
114,2006-05-24 04:17:01,1148411821.0,aci,0.854,46.39,50.71474983755685,1258.569946,17.83921014594099,32.87553969161586,outperform
115,2007-03-11 21:41:07,1173616867.0,aci,0.86,30.08,-2.274204028590003,1401.890015,31.258189188542207,-33.53239321713221,underperform
116,2007-04-07 18:52:27,1175939547.0,aci,0.86,33.93,10.233918128654967,1439.369995,34.767419051787066,-24.5335009231321,underperform
117,2008-03-02 17:50:27,1204447827.0,aci,0.851,51.09,65.98440545808968,1367.680054,28.055129401380054,37.929276056709625,outperform
118,2008-06-05 02:23:56,1212600236.0,aci,0.899,67.52,119.3632228719948,1404.050049,31.460431981052352,87.90279089094244,outperform
119,2008-10-08 20:51:28,1223466688.0,aci,0.772,25.11,-18.421052631578952,984.9400019999999,-7.780610648062048,-10.640441983516904,underperform
120,2008-12-05 05:35:57,1228422957.0,aci,0.767,11.93,-61.241065627030544,876.070007,-17.97404825569465,-43.267017371335896,underperform
121,2011-08-18 01:16:41,1313597801.0,aci,118.77,19.7,-35.997400909681616,1140.650024,6.798432862871357,-42.795833772552974,underperform
122,2012-07-26 21:31:10,1343305870.0,aci,113.56,5.26,-82.9109811565952,1360.02002,27.33792464123154,-110.24890579782674,underperform
123,2012-11-04 10:32:06,1351992726.0,aci,144.73,8.26,-73.16439246263809,1427.589966,33.66446143130034,-106.82885389393843,underperform
124,2013-04-23 05:25:15,1366662315.0,aci,179.32,4.89,-84.1130604288499,1578.780029,47.82030367309105,-131.93336410194095,underperform
125,2013-04-25 06:05:53,1366837553.0,aci,179.32,4.76,-84.53541260558805,1585.160034,48.417660023698794,-132.95307262928685,underperform
126,2003-11-08 10:24:47,1068254687.0,acn,0.076,25.05,0.0,1051.810059,0.0,0.0,underperform
127,2004-12-10 06:26:24,1102627584.0,acn,0.023,26.2,4.590818363273447,1188.0,12.948149700097144,-8.357331336823696,underperform
128,2005-02-10 03:10:56,1107972656.0,acn,0.023,25.51,1.8363273453093847,1197.01001,13.804769193598295,-11.96844184828891,underperform
129,2005-04-04 05:07:40,1112558860.0,acn,0.023,24.44,-2.43512974051896,1176.119995,11.818667727725174,-14.253797468244134,underperform
130,2005-09-04 02:06:58,1125767218.0,acn,0.04,25.31,1.037924151696599,1221.589966,16.14168884840453,-15.103764696707932,underperform
131,2006-06-03 23:44:14,1149345854.0,acn,0.045,27.89,11.337325349301395,1270.089966,20.752787552490986,-9.415462203189591,underperform
132,2006-08-22 00:50:41,1156175441.0,acn,0.034,28.57,14.051896207584827,1298.819946,23.48426741942769,-9.432371211842865,underperform
133,2006-08-22 06:44:05,1156196645.0,acn,0.034,28.57,14.051896207584827,1298.819946,23.48426741942769,-9.432371211842865,underperform
134,2006-08-27 03:22:58,1156616578.0,acn,0.034,28.36,13.21357285429141,1296.060059,23.221873370579736,-10.008300516288326,underperform
135,2006-11-02 16:40:55,1162453255.0,acn,0.027,32.96,31.57684630738523,1367.339966,29.998753510684967,1.5780927967002647,outperform
136,2006-11-11 01:01:42,1163174502.0,acn,0.027,33.87,35.20958083832334,1385.719971,31.746217783604607,3.4633630547187337,outperform
137,2006-12-03 00:17:12,1165072632.0,acn,0.027,33.81,34.970059880239525,1400.630005,33.16377733938368,1.8062825408558467,outperform
138,2007-03-14 19:10:39,1173867039.0,acn,0.018,35.39,41.27744510978044,1387.170044,31.88408231414338,9.393362795637056,outperform
139,2007-05-05 07:47:14,1178318834.0,acn,0.015,39.1,56.087824351297414,1495.920044,42.22340157330632,13.864422777991095,outperform
140,2007-06-05 04:17:34,1180984654.0,acn,0.015,41.24,64.63073852295409,1530.949951,45.55384196035723,19.076896562596858,outperform
141,2007-07-06 07:06:36,1183673196.0,acn,0.015,42.81,70.89820359281438,1530.439941,45.50535316757227,25.392850425242116,outperform
142,2008-04-07 01:42:51,1207500171.0,acn,0.004,36.77,46.78642714570859,1372.540039,30.49314629153971,16.293280854168884,outperform
143,2008-10-18 23:21:07,1224339667.0,acn,0.003,31.4,25.349301397205583,907.840027,-13.687835628504857,39.037137025710436,outperform
144,2008-12-02 16:28:13,1228202893.0,acn,0.003,29.98,19.68063872255489,848.8099980000001,-19.30006841663033,38.98070713918522,outperform
145,2008-12-21 20:10:46,1229857846.0,acn,0.001,32.21,28.582834331337324,885.2800289999999,-15.832709392257296,44.415543723594624,outperform
146,2011-09-01 16:51:37,1314863497.0,acn,0.11,53.62,114.05189620758482,1204.420044,14.509272248745441,99.54262395883937,outperform
147,2011-11-08 00:40:19,1320680419.0,acn,0.1,58.0,131.5369261477046,1275.920044,21.30707755476981,110.2298485929348,outperform
148,2012-02-29 00:47:01,1330444021.0,acn,0.15,59.76,138.562874251497,1365.680054,29.8409387050747,108.72193554642229,outperform
149,2012-11-04 02:11:28,1351962688.0,acn,0.0,67.91,171.09780439121755,1427.589966,35.72697406576144,135.3708303254561,outperform
150,2013-04-23 04:45:22,1366659922.0,acn,0.0,74.94,199.16167664670658,1578.780029,50.10124836617484,149.06042828053174,outperform
151,2013-05-10 03:17:29,1368123449.0,acn,0.0,80.09,219.72055888223557,1633.699951,55.32271601901463,164.39784286322094,outperform
152,2013-05-12 08:27:29,1368314849.0,act,177.28,119.86,0.0,1626.670044,0.0,0.0,underperform
153,2004-01-25 05:32:05,1074976325.0,adbe,0.0,38.04,0.0,1143.939941,0.0,0.0,underperform
154,2004-08-21 23:10:00,1093097400.0,adbe,0.0,46.09,21.16193480546794,1095.170044,-4.263326705540752,25.425261511008692,outperform
155,2004-11-12 17:19:37,1100247577.0,adbe,0.0,58.1,52.733964248159836,1184.170044,3.5168020241370233,49.217162224022815,outperform
156,2005-02-07 16:20:07,1107760807.0,adbe,0.0,63.67,67.3764458464774,1201.719971,5.05096709443419,62.3254787520432,outperform
157,2005-04-05 04:12:22,1112641942.0,adbe,0.0,66.58,75.02628811777076,1181.390015,3.2737797377073887,71.75250838006338,outperform
158,2005-08-31 10:51:30,1125453090.0,adbe,0.0,27.12,-28.706624605678225,1220.329956,6.6777994422698415,-35.384424047948066,underperform
159,2006-02-21 13:18:21,1140495501.0,adbe,0.0,37.8,-0.630914826498428,1283.030029,12.158862805193364,-12.789777631691791,underperform
160,2006-04-07 10:36:37,1144373797.0,adbe,0.0,36.1,-5.099894847528911,1295.5,13.248952464017504,-18.348847311546415,underperform
161,2008-12-04 14:30:57,1228368657.0,adbe,0.08,22.54,-40.7465825446898,845.2199710000001,-26.11325641264588,-14.63332613204392,underperform
162,2008-12-05 00:15:55,1228403755.0,adbe,0.08,20.44,-46.267087276550996,876.070007,-23.416433363261685,-22.85065391328931,underperform
163,2008-12-17 11:42:55,1229481775.0,adbe,0.08,22.32,-41.32492113564668,904.419983,-20.938158500752976,-20.386762634893707,underperform
164,2008-12-20 21:49:14,1229777354.0,adbe,0.079,22.13,-41.824395373291274,904.419983,-20.938158500752976,-20.886236872538298,underperform
165,2011-04-24 04:02:44,1303585364.0,adbe,28.03,33.48,-11.987381703470037,1337.380005,16.909984262888837,-28.897365966358876,underperform
166,2011-08-05 04:11:46,1312485106.0,adbe,28.17,26.15,-31.25657202944269,1199.380005,4.84641387305139,-36.10298590249408,underperform
167,2011-09-25 13:42:54,1316925774.0,adbe,28.17,24.88,-34.59516298633018,1129.560059,-1.257048686264918,-33.338114300065264,underperform
168,2011-10-18 13:47:26,1318913246.0,adbe,27.25,26.24,-31.019978969505786,1225.380005,7.119260468238156,-38.13923943774394,underperform
169,2012-03-24 12:13:07,1332558787.0,adbe,25.26,33.81,-11.119873817034692,1402.890015,22.636684385163875,-33.75655820219857,underperform
170,2012-07-02 04:31:22,1341171082.0,adbe,24.76,32.37,-14.90536277602524,1365.51001,19.369029881613326,-34.274392657638565,underperform
171,2004-01-20 06:29:18,1074547758.0,adi,0.0,50.5,0.0,1138.77002,0.0,0.0,underperform
172,2004-05-12 18:46:27,1084355187.0,adi,0.0,45.04,-10.811881188118813,1097.280029,-3.643403871837083,-7.168477316281729,underperform
173,2004-06-22 09:09:13,1087862953.0,adi,0.0,45.03,-10.831683168316829,1134.410034,-0.38286799998474985,-10.448815168332079,underperform
174,2004-08-10 02:07:28,1092071248.0,adi,0.0,35.92,-28.87128712871287,1079.040039,-5.24513114597098,-23.62615598274189,underperform
175,2004-11-11 09:56:15,1100134575.0,adi,0.0,38.5,-23.762376237623762,1173.47998,3.0480219351050475,-26.81039817272881,underperform
176,2005-01-24 03:34:28,1106505268.0,adi,0.0,34.47,-31.742574257425744,1163.75,2.1935930487527298,-33.936167306178476,underperform
177,2005-03-17 01:05:45,1110989145.0,adi,0.0,35.92,-28.87128712871287,1190.209961,4.517149213324047,-33.38843634203692,underperform
178,2005-04-08 23:33:20,1112970800.0,adi,0.0,35.67,-29.366336633663366,1181.199951,3.725943803824422,-33.09228043748779,underperform
179,2005-09-07 23:00:53,1126101653.0,adi,0.0,36.88,-26.970297029702966,1236.359985,8.569769425436764,-35.54006645513973,underperform
180,2005-10-31 08:19:48,1130714388.0,adi,0.0,34.61,-31.465346534653467,1207.01001,5.992429445938526,-37.45777598059199,underperform
181,2011-08-05 04:12:35,1312485155.0,adi,25.32,31.63,-37.366336633663366,1199.380005,5.3224078554509235,-42.68874448911429,underperform
182,2012-03-19 11:50:51,1332125451.0,adi,22.65,39.7,-21.38613861386138,1409.75,23.795847734031504,-45.18198634789289,underperform
183,2013-04-22 02:24:41,1366565081.0,adi,17.57,42.36,-16.11881188118812,1562.5,37.20944286889464,-53.32825475008276,underperform
184,2013-05-11 12:07:46,1368241666.0,adi,17.57,46.79,-7.346534653465349,1632.689941,43.37310539664542,-50.71964005011077,underperform
185,2003-11-12 17:41:28,1068626488.0,adm,0.733,14.48,0.0,1058.530029,0.0,0.0,underperform
186,2004-01-31 04:11:22,1075489882.0,adm,0.703,15.66,8.149171270718229,1128.47998,6.608216024450645,1.5409552462675844,outperform
187,2004-04-14 16:44:25,1081928665.0,adm,0.789,16.81,16.091160220994464,1128.170044,6.578936174894283,9.512224046100181,outperform
188,2004-06-19 13:33:48,1087619628.0,adm,0.848,16.28,12.43093922651934,1133.560059,7.088134294204316,5.342804932315024,outperform
189,2004-11-30 07:08:52,1101766132.0,adm,0.613,21.23,46.61602209944751,1173.819946,10.891511231751752,35.72451086769576,outperform
190,2005-01-26 00:58:06,1106668686.0,adm,0.613,22.65,56.42265193370164,1174.069946,10.915128889555579,45.507523044146055,outperform
191,2005-02-08 21:21:16,1107865276.0,adm,0.613,23.71,63.74309392265194,1202.300049,13.58204453923904,50.161049383412895,outperform
192,2005-02-14 20:39:46,1108381186.0,adm,0.528,24.5,69.1988950276243,1206.140015,13.944808551104405,55.2540864765199,outperform
193,2006-04-06 18:53:48,1144317228.0,adm,0.52,37.05,155.87016574585633,1309.040039,23.66583877045589,132.20432697540045,outperform
194,2006-04-07 06:53:49,1144360429.0,adm,0.52,36.92,154.97237569060772,1295.5,22.386702739445855,132.58567295116185,outperform
195,2006-04-12 00:58:21,1144771101.0,adm,0.52,36.55,152.4171270718232,1288.119995,21.689509008723647,130.72761806309956,outperform
196,2006-04-22 19:30:52,1145701852.0,adm,0.52,37.86,161.46408839779005,1309.930054,23.749919049296984,137.71416934849307,outperform
197,2006-04-23 14:17:44,1145769464.0,adm,0.52,37.86,161.46408839779005,1311.459961,23.894450329287732,137.56963806850231,outperform
198,2006-04-24 19:49:42,1145875782.0,adm,0.52,38.45,165.5386740331492,1308.109985,23.577975982011562,141.96069805113763,outperform
199,2006-04-28 06:30:41,1146173441.0,adm,0.52,36.19,149.9309392265193,1310.609985,23.814152560049862,126.11678666646945,outperform
200,2006-05-16 14:27:00,1147757220.0,adm,0.514,43.1,197.65193370165747,1292.079956,22.06360902398169,175.58832467767579,outperform
201,2007-02-20 08:05:08,1171926308.0,adm,0.541,35.88,147.79005524861878,1459.680054,37.89689607379101,109.89315917482777,outperform
202,2007-03-07 08:11:55,1173222715.0,adm,0.541,32.96,127.62430939226519,1391.969971,31.50028179313938,96.12402759912581,outperform
203,2007-04-09 12:40:37,1176090037.0,adm,0.541,37.02,155.66298342541438,1444.609985,36.47321714290261,119.18976628251177,outperform
204,2007-06-18 03:24:32,1182104672.0,adm,0.597,34.57,138.74309392265195,1531.050049,44.63926455127518,94.10382937137678,outperform
